Year,Month,year_month,Os_Company,Range_DPD,Product_final,Payment_for_Fee,PR_amount,Balance
2021,4,4-2021,TCG,720-1080,Overdraft,0,3569600873,6906719518
2021,3,3-2021,NDC,720-1080,Overdraft,19037643,4779760496,8966681110
2021,4,4-2021,GLX,720-1080,HHB,393948935,124683419862,292213857766
2021,5,5-2021,AMG,360-720,Secured Loan,0,856750000,1079448539
2021,1,1-2021,GLX,Deadloan,Unsecured Loan,2000000,23712257090,49084737014
2021,2,2-2021,HMK,1080+,Unsecured Loan,128988815,347217696639,986333543557
2021,2,2-2021,AMG,180-360,Credit card,0,115400792,"162349348,8"
2021,1,1-2021,AMG,360-720,Credit card,66000000,5225515576,10826219402
2021,2,2-2021,NDC,360-720,Credit card,"45715560,78",22359493224,45869992135
2021,5,5-2021,TDO,720-1080,Overdraft,0,690157671,1308392200
2021,1,1-2021,BFC,720-1080,Unsecured Loan,27018758,18731554165,40094442115
2021,1,1-2021,TCG,1080+,Credit card,"84621945,23",45196649887,210480246765
2021,5,5-2021,HNA,360-720,HHB,85029871,44390557767,85395056168
2021,4,4-2021,HNA,1080+,Overdraft,0,2821106847,6896446137
2021,1,1-2021,FBI,720-1080,HHB,21960115,10905142605,25891312951
2021,5,5-2021,AMG,180-360,Unsecured Loan,4010000,701063086,926120041
2021,1,1-2021,GLX,1080+,Overdraft,7956158,5955334396,14410172146
2021,3,3-2021,DK,0-180,Secured Loan,0,32050000,32877027
2021,1,1-2021,TDO,360-720,Unsecured Loan,0,4155644761,7340022930
2021,5,5-2021,TCG,Deadloan,Overdraft,0,1887766745,17807038948
2021,2,2-2021,GLX,360-720,Credit card,"25827698,91",23290268568,47697848377
2021,5,5-2021,NDC,360-720,Unsecured Loan,96544354,59936783221,102999524840
2021,1,1-2021,AMG,1080+,Overdraft,0,1216833780,2991636485
2021,3,3-2021,HMK,720-1080,Unsecured Loan,296198455,165237263911,350720088175
2021,4,4-2021,TCG,0-180,Overdraft,0,25996969,29553915
2021,4,4-2021,AMG,1080+,Secured Loan,0,6614398517,11468600432
2021,5,5-2021,DK,360-720,Overdraft,0,740965981,1184032048
2021,2,2-2021,BFC,360-720,Overdraft,0,43696154,70271848
2021,3,3-2021,GLX,1080+,HHB,47010000,102682531328,346976222746
2021,3,3-2021,GLX,720-1080,Overdraft,6045400,4651791290,9181585781
2021,5,5-2021,DK,0-180,Credit card,1420000,"115313509,2","150462673,2"
2021,1,1-2021,BFC,0-180,Unsecured Loan,0,0,0
2021,1,1-2021,HMK,360-720,Unsecured Loan,33572764,45034348289,78473326199
2021,1,1-2021,FBI,720-1080,Unsecured Loan,978004,17691312939,38173028024
2021,1,1-2021,TCG,180-360,Credit card,0,1300996124,1949664479
2021,3,3-2021,HNA,720-1080,Secured Loan,0,18664521285,26555537249
2021,2,2-2021,HMK,180-360,Unsecured Loan,30794548,3438334544,4469191093
2021,4,4-2021,TDO,Deadloan,Other,0,8266488711,48729891167
2021,4,4-2021,ASA,1080+,Secured Loan,17000000,29379820311,49617395226
2021,1,1-2021,HNA,0-180,HHB,0,19793664,23480348
2021,2,2-2021,HMK,180-360,Secured Loan,0,266230000,301114941
2021,4,4-2021,ASA,360-720,Unsecured Loan,336626406,53180504950,92658252181
2021,3,3-2021,GLX,0-180,Overdraft,0,58994856,67204055
2021,5,5-2021,TCG,1080+,Secured Loan,0,49625949206,85902504477
2021,2,2-2021,TCG,360-720,Unsecured Loan,104503664,41804758953,72212882011
2021,1,1-2021,FBI,Deadloan,Credit card,0,1516506452,11243817614
2021,3,3-2021,GLX,180-360,Overdraft,0,51982397,69644280
2021,1,1-2021,GLX,Deadloan,Secured Loan,9004,54647971962,218514684387
2021,1,1-2021,TDO,0-180,Unsecured Loan,0,26995972,31201400
2021,4,4-2021,FBI,1080+,Overdraft,0,295985825,664894848
2021,3,3-2021,TCG,Deadloan,Other,0,1572047971,2527907302
2021,2,2-2021,AMG,720-1080,Overdraft,0,2183518549,4045031192
2021,1,1-2021,HNA,360-720,Unsecured Loan,43228917,27385790122,47873609169
2021,1,1-2021,HMK,0-180,HHB,2709358,19154161,19569132
2021,5,5-2021,HNA,720-1080,Overdraft,500000,3891972937,7417533022
2021,2,2-2021,FBI,1080+,Credit card,35870000,7338939642,36155797691
2021,4,4-2021,TCG,Deadloan,Secured Loan,4978000,135879741607,579242945079
2021,1,1-2021,HMK,720-1080,HHB,33767935,94036897100,223516758342
2021,4,4-2021,BFC,Deadloan,Other,0,200000000,3151566698
2021,5,5-2021,FBI,1080+,Unsecured Loan,18801219,41701466737,127573251713
2021,2,2-2021,HNA,180-360,Unsecured Loan,1420000,3221037382,4221117268
2021,2,2-2021,BFC,Deadloan,Secured Loan,0,140969640402,707956023069
2021,5,5-2021,ASA,180-360,Overdraft,546455,53916484,70631867
2021,5,5-2021,GLX,1080+,Unsecured Loan,427839726,395893112761,1145812514934
2021,4,4-2021,HNA,360-720,Credit card,207420204,27113267258,55987538097
2021,1,1-2021,TDO,Deadloan,Credit card,0,2726521375,15911471965
2021,3,3-2021,DK,180-360,Overdraft,0,17950000,21914519
2021,4,4-2021,TDO,0-180,Overdraft,0,0,0
2021,3,3-2021,BFC,360-720,Overdraft,0,25311320,36864872
2021,3,3-2021,NDC,1080+,Secured Loan,0,21705856911,39711463619
2021,5,5-2021,HMK,0-180,Credit card,"7953616,88","287776357,3","424401223,7"
2021,3,3-2021,TCG,0-180,Overdraft,0,38999373,44671884
2021,5,5-2021,HNA,180-360,Credit card,"1164516,18",2057298741,3081134012
2021,3,3-2021,HNA,1080+,Secured Loan,19978002,38253159362,69258462861
2021,2,2-2021,FBI,1080+,Secured Loan,0,84627065,302340181
2021,3,3-2021,GLX,Deadloan,Other,0,695300000,1618591554
2021,4,4-2021,FBI,720-1080,Overdraft,0,517280158,1028877836
2021,2,2-2021,BFC,Deadloan,Unsecured Loan,0,5287008398,12489537149
2021,4,4-2021,TDO,1080+,Overdraft,0,501368232,1271868990
2021,1,1-2021,HNA,360-720,HHB,20000000,37419025556,72912584260
2021,2,2-2021,AMG,720-1080,Unsecured Loan,7450000,53495083368,113924299618
2021,5,5-2021,TCG,Deadloan,Other,0,1572047971,2590268112
2021,1,1-2021,GLX,Deadloan,Overdraft,0,817181292,4612537574
2021,2,2-2021,TCG,720-1080,Unsecured Loan,3967004,137021381290,290258940809
2021,2,2-2021,GLX,Deadloan,Unsecured Loan,2000000,23712257026,49724747468
2021,1,1-2021,AMG,180-360,Unsecured Loan,0,35609676,45724128
2021,5,5-2021,DK,1080+,HHB,43100030,42120623289,145835662377
2021,1,1-2021,FBI,360-720,Unsecured Loan,0,4211385034,7414854459
2021,3,3-2021,TDO,720-1080,Credit card,0,5550062155,14418162793
2021,2,2-2021,ASA,0-180,Secured Loan,5200000,120883211,126990510
2021,3,3-2021,ASA,180-360,HHB,11200000,2141901309,3011461476
2021,4,4-2021,GLX,180-360,Overdraft,0,98787277,124078512
2021,4,4-2021,HMK,360-720,Overdraft,630000,1780649181,2876051794
2021,1,1-2021,BFC,360-720,HHB,12090,6859691387,13324638850
2021,5,5-2021,AMG,360-720,Overdraft,0,733598101,1198969939
2021,5,5-2021,NDC,720-1080,Overdraft,114000530,5704127651,10905993506
2021,3,3-2021,FBI,720-1080,Unsecured Loan,8217003,16359151226,35490328126
2021,1,1-2021,AMG,180-360,Credit card,0,115400792,"157411186,1"
2021,5,5-2021,GLX,720-1080,Overdraft,527000,5598198264,11139903902
2021,2,2-2021,GLX,Deadloan,Credit card,0,4142849024,9025137807
2021,3,3-2021,TDO,720-1080,Unsecured Loan,88215261,16199370967,35019250611
2021,5,5-2021,TCG,0-180,Unsecured Loan,16701668,293292448,350369614
2021,3,3-2021,NDC,360-720,Overdraft,54532071,2163758658,3496344167
2021,3,3-2021,HMK,Deadloan,Unsecured Loan,2028002,9117106,9179103
2021,1,1-2021,TDO,360-720,Credit card,0,1806455487,3845523188
2021,2,2-2021,TCG,720-1080,Credit card,"4875318,82",37864423665,99339829208
2021,3,3-2021,GLX,360-720,Overdraft,558000,2549236904,4298670188
2021,3,3-2021,BFC,720-1080,HHB,500000,4705816613,10862816178
2021,2,2-2021,DK,Deadloan,Secured Loan,0,1140000000,2543036840
2021,4,4-2021,HMK,180-360,Secured Loan,98830982,109603015,118937423
2021,2,2-2021,NDC,Deadloan,Unsecured Loan,13820054,36988660329,77265002267
2021,1,1-2021,ASA,Deadloan,Unsecured Loan,0,156478264,530979847
2021,5,5-2021,NDC,0-180,HHB,0,27048979,40230457
2021,2,2-2021,BFC,360-720,Credit card,0,"760971018,2",1605316489
2021,2,2-2021,TCG,Deadloan,Secured Loan,0,135889669743,571091169957
2021,3,3-2021,TDO,Deadloan,Secured Loan,181503,136645063772,986671612100
2021,4,4-2021,HMK,720-1080,Credit card,"277946197,8",47699039002,127484559020
2021,5,5-2021,AMG,360-720,HHB,45500000,7063071859,13541340565
2021,4,4-2021,TDO,1080+,Credit card,9500000,8536781810,41847551177
2021,4,4-2021,HMK,0-180,Secured Loan,6494215,271058000,276128986
2021,1,1-2021,TCG,0-180,HHB,0,32797433,34045183
2021,2,2-2021,ASA,360-720,Overdraft,9178416,3012625558,5017360505
2021,1,1-2021,HNA,360-720,Overdraft,20384354,1366337357,2281673108
2021,1,1-2021,DK,720-1080,Overdraft,0,1025187942,1869609744
2021,1,1-2021,GLX,Deadloan,HHB,0,0,111571173
2021,3,3-2021,HMK,1080+,Overdraft,245240,3551123632,8343380466
2021,2,2-2021,TDO,Deadloan,Other,0,8266488711,48234736890
2021,2,2-2021,ASA,1080+,Secured Loan,80000000,19210180339,31514199625
2021,1,1-2021,GLX,0-180,HHB,42999660,349227375,364028636
2021,4,4-2021,FBI,1080+,Credit card,"35844028,4",8049953999,40397652655
2021,5,5-2021,DK,180-360,Overdraft,0,37950000,47913780
2021,4,4-2021,HNA,0-180,Overdraft,0,0,0
2021,5,5-2021,DK,360-720,HHB,70518160,15681987898,29456541803
2021,3,3-2021,AMG,1080+,Credit card,"176199947,2",24908542792,128404072061
2021,2,2-2021,TDO,1080+,Overdraft,0,457135805,1129341827
2021,4,4-2021,HNA,1080+,HHB,156728389,69157464665,236979899155
2021,3,3-2021,HNA,360-720,Unsecured Loan,113499814,43809505351,75122979697
2021,3,3-2021,TDO,720-1080,Overdraft,0,550077041,1016711440
2021,5,5-2021,GLX,720-1080,Unsecured Loan,586273923,175064127227,366692868485
2021,4,4-2021,HNA,720-1080,Overdraft,500000,3560515154,6706705365
2021,3,3-2021,BFC,180-360,Credit card,0,"6993804,58","11342704,54"
2021,1,1-2021,TCG,1080+,Overdraft,9556302,2636754628,6134728064
2021,4,4-2021,ASA,180-360,Overdraft,0,63931921,84649810
2021,1,1-2021,BFC,1080+,Secured Loan,0,48553877,128570090
2021,3,3-2021,AMG,1080+,Unsecured Loan,108676578,117560547033,350301982857
2021,5,5-2021,FBI,Deadloan,Overdraft,0,9306017346,71342821501
2021,3,3-2021,HNA,360-720,Credit card,"118728944,3",23600731289,48225611729
2021,5,5-2021,GLX,720-1080,Credit card,"165390622,1",54615730784,144896066862
2021,5,5-2021,TCG,Deadloan,HHB,0,706205952,1579332956
2021,3,3-2021,HNA,180-360,Overdraft,0,19103642,25221128
2021,5,5-2021,GLX,0-180,Credit card,3800000,"362349474,4","570806946,5"
2021,3,3-2021,GLX,1080+,Overdraft,100956005,6773561810,16363608714
2021,5,5-2021,ASA,720-1080,Overdraft,41550000,6928430356,13437523091
2021,5,5-2021,ASA,1080+,HHB,280161185,97157665278,311570284522
2021,5,5-2021,DK,720-1080,Secured Loan,0,3036299113,4462565994
2021,2,2-2021,NDC,360-720,Secured Loan,334901737,10999431700,13907553262
2021,4,4-2021,HNA,720-1080,Secured Loan,280000000,19363741325,27795999642
2021,2,2-2021,GLX,360-720,Secured Loan,20000000,8122474901,10552914566
2021,4,4-2021,HNA,0-180,Credit card,"3357590,98",184697351,"315699148,9"
2021,2,2-2021,HMK,1080+,Other,0,241300000,589249735
2021,4,4-2021,NDC,360-720,Unsecured Loan,365167872,52394387098,90608255244
2021,4,4-2021,AMG,360-720,Secured Loan,0,856750000,1067718779
2021,3,3-2021,ASA,360-720,Unsecured Loan,350328577,53153417906,92397032664
2021,5,5-2021,ASA,0-180,Credit card,"19792855,36","97424235,04","143664376,2"
2021,5,5-2021,NDC,180-360,Unsecured Loan,34388386,4170623615,5365506311
2021,5,5-2021,GLX,180-360,Credit card,23600000,1830427379,2769882266
2021,2,2-2021,HNA,180-360,HHB,0,1688057010,2377581113
2021,3,3-2021,BFC,720-1080,Unsecured Loan,0,10355527921,21723649202
2021,3,3-2021,DK,720-1080,Credit card,"95391433,21",15727916633,42039431335
2021,1,1-2021,BFC,360-720,Unsecured Loan,0,4932470656,8697550554
2021,4,4-2021,GLX,720-1080,Secured Loan,96690000,23650707209,34530254508
2021,3,3-2021,TCG,360-720,Secured Loan,150050008,13248415467,17259006544
2021,4,4-2021,NDC,360-720,Credit card,276332238,29662497927,60586428431
2021,5,5-2021,DK,0-180,Overdraft,0,0,0
2021,3,3-2021,GLX,1080+,Secured Loan,0,25279547026,45628137866
2021,5,5-2021,NDC,180-360,Credit card,2820000,2169434879,3319154432
2021,4,4-2021,GLX,360-720,Credit card,"102881510,1",30059008923,61687820395
2021,3,3-2021,NDC,0-180,HHB,3467166,144929177,169858279
2021,2,2-2021,DK,0-180,Unsecured Loan,3759055,0,0
2021,1,1-2021,DK,0-180,Overdraft,0,0,0
2021,1,1-2021,ASA,180-360,Unsecured Loan,31811006,3416432657,4520594725
2021,2,2-2021,TDO,720-1080,HHB,0,12878724207,30097073247
2021,4,4-2021,AMG,720-1080,HHB,11770000,46412157440,107567384238
2021,5,5-2021,BFC,360-720,Unsecured Loan,9125501,137273277,267522828
2021,2,2-2021,AMG,1080+,Credit card,"26378904,78",24040758074,121904342602
2021,1,1-2021,NDC,Deadloan,HHB,0,"183702393,1","713733114,7"
2021,4,4-2021,HMK,180-360,Credit card,"8464907,72",2285985675,3505984739
2021,4,4-2021,BFC,Deadloan,Credit card,0,1880048032,11593027341
2021,3,3-2021,FBI,360-720,Overdraft,0,104141111,170232903
2021,2,2-2021,TDO,360-720,Secured Loan,0,437555594,510140062
2021,1,1-2021,ASA,0-180,Credit card,9010000,"91056636,1","144305875,6"
2021,1,1-2021,BFC,180-360,Credit card,0,"6993804,58","10612171,39"
2021,2,2-2021,FBI,720-1080,HHB,12760000,11265815621,26791018814
2021,1,1-2021,TCG,720-1080,HHB,24970126,82375383570,195442030073
2021,1,1-2021,GLX,Deadloan,Other,0,695300000,1589564738
2021,2,2-2021,AMG,1080+,Overdraft,0,1386477973,3294957052
2021,3,3-2021,TCG,180-360,Unsecured Loan,1560000,3159485355,4158123983
2021,4,4-2021,TDO,180-360,Unsecured Loan,7000000,20653291,26885594
2021,4,4-2021,AMG,720-1080,Credit card,15400000,16929618704,45525652645
2021,4,4-2021,NDC,0-180,Overdraft,0,0,0
2021,5,5-2021,ASA,Deadloan,Secured Loan,0,2206293076,5382412100
2021,5,5-2021,NDC,0-180,Unsecured Loan,25138885,178672795,194629716
2021,1,1-2021,HMK,0-180,Credit card,"20791985,56","254375197,5","359404814,8"
2021,2,2-2021,TCG,180-360,Overdraft,0,110172808,142269805
2021,3,3-2021,BFC,Deadloan,Secured Loan,90000000,140881319658,712434790325
2021,1,1-2021,ASA,0-180,Overdraft,0,0,0
2021,1,1-2021,GLX,0-180,Unsecured Loan,4344523,252717970,282923214
2021,3,3-2021,FBI,360-720,Credit card,0,1315810014,2777614208
2021,1,1-2021,AMG,0-180,Unsecured Loan,1269961,18228,18590
2021,5,5-2021,FBI,720-1080,Credit card,0,4785930251,12943432384
2021,4,4-2021,ASA,0-180,HHB,73306706,442029137,479508484
2021,3,3-2021,GLX,180-360,Unsecured Loan,5563003,2597679581,3390739776
2021,3,3-2021,FBI,1080+,Credit card,39000000,7643765041,38188361867
2021,5,5-2021,TDO,1080+,HHB,0,12874868494,44874446480
2021,1,1-2021,FBI,1080+,Secured Loan,0,84627065,300038994
2021,3,3-2021,BFC,Deadloan,Other,0,200000000,3131396612
2021,2,2-2021,TCG,0-180,HHB,5303011,106636741,111109022
2021,4,4-2021,AMG,360-720,HHB,5500000,10924300017,21019026493
2021,2,2-2021,DK,720-1080,HHB,17000000,37265162280,87376638846
2021,1,1-2021,BFC,0-180,Credit card,0,"9881287,49","24626586,66"
2021,3,3-2021,ASA,720-1080,Secured Loan,4950000,23466097358,33785761995
2021,3,3-2021,GLX,1080+,Unsecured Loan,410786992,354950250480,1012691107875
2021,3,3-2021,BFC,360-720,Credit card,0,"465484352,3","983512135,9"
2021,5,5-2021,HMK,0-180,Overdraft,0,57892651,66590012
2021,5,5-2021,AMG,1080+,HHB,0,42691869998,145578377734
2021,3,3-2021,NDC,1080+,HHB,176265691,95906872791,322076203927
2021,2,2-2021,HNA,360-720,Credit card,"8638041,33",18004278864,36908020397
2021,3,3-2021,FBI,720-1080,Overdraft,0,499770980,977409691
2021,3,3-2021,HMK,Deadloan,Secured Loan,0,1517724000,2742266214
2021,1,1-2021,HNA,1080+,Secured Loan,0,201926716,602756979
2021,2,2-2021,GLX,360-720,Unsecured Loan,79146099,47663372730,82743839778
2021,3,3-2021,HNA,180-360,Credit card,1000000,1588429229,2369591510
2021,3,3-2021,HMK,180-360,Credit card,"196926,36",2041243225,3023206193
2021,4,4-2021,FBI,180-360,HHB,0,32827004,39270305
2021,1,1-2021,DK,180-360,HHB,0,27974063,38853814
2021,3,3-2021,HNA,0-180,HHB,0,18015864,22379242
2021,3,3-2021,GLX,Deadloan,Secured Loan,0,54647971506,221675688349
2021,5,5-2021,GLX,Deadloan,Credit card,0,4142849024,9769738091
2021,3,3-2021,HMK,180-360,Unsecured Loan,121811545,3136722605,4093316150
2021,5,5-2021,NDC,Deadloan,Unsecured Loan,3600000,36978879025,80620422101
2021,5,5-2021,NDC,Deadloan,HHB,0,"183702393,1","757611717,7"
2021,4,4-2021,AMG,1080+,Unsecured Loan,512590637,121733909111,366404702880
2021,4,4-2021,ASA,180-360,Credit card,8500000,1325127363,2108581958
2021,3,3-2021,DK,1080+,Secured Loan,0,5677759077,9134083065
2021,5,5-2021,HNA,0-180,Overdraft,0,0,0
2021,3,3-2021,TCG,360-720,Credit card,"62812071,84",24990134811,51245481416
2021,5,5-2021,FBI,Deadloan,Credit card,0,5869959038,30233383028
2021,1,1-2021,HMK,1080+,Secured Loan,0,123745459,473490972
2021,5,5-2021,BFC,Deadloan,Credit card,0,2969355133,15943301306
2021,4,4-2021,AMG,1080+,Credit card,"223719870,2",25906346742,135545645984
2021,2,2-2021,HMK,0-180,Unsecured Loan,11303522,238723205,279709346
2021,3,3-2021,HMK,1080+,Unsecured Loan,543296716,365676075745,1047984158745
2021,2,2-2021,GLX,1080+,Credit card,"167367662,6",62909066494,292070776723
2021,2,2-2021,NDC,1080+,Credit card,"65506043,24",65559523982,304575705309
2021,4,4-2021,ASA,1080+,Credit card,"336623039,3",75188659539,371959392256
2021,3,3-2021,FBI,0-180,HHB,0,32827004,37868240
2021,4,4-2021,DK,720-1080,Secured Loan,0,3036299117,4406727084
2021,3,3-2021,TDO,360-720,Unsecured Loan,121817,2099673858,3663597711
2021,4,4-2021,TDO,720-1080,Overdraft,0,577095168,1096797798
2021,4,4-2021,FBI,1080+,HHB,3200000,11821921411,40916871032
2021,2,2-2021,HNA,1080+,Overdraft,0,2547435840,6222354650
2021,5,5-2021,HMK,720-1080,Unsecured Loan,211740697,164967087997,349545041992
2021,2,2-2021,ASA,720-1080,HHB,104487161,117018296342,276829466628
2021,2,2-2021,NDC,1080+,Unsecured Loan,90596385,328485470185,959634721085
2021,3,3-2021,HMK,1080+,Credit card,"467988441,3",67216035804,315141020195
2021,4,4-2021,FBI,180-360,Unsecured Loan,2000000,46397267,59046085
2021,3,3-2021,TCG,720-1080,Overdraft,28000000,3077112430,5927696417
2021,1,1-2021,TDO,Deadloan,Unsecured Loan,0,8092312013,24750982563
2021,5,5-2021,HMK,720-1080,Credit card,"294934801,9",52633255674,140679159386
2021,5,5-2021,HNA,1080+,HHB,64501708,73400499949,253280869155
2021,4,4-2021,NDC,Deadloan,Credit card,2000000,7899811453,21224959397
2021,2,2-2021,HNA,0-180,Unsecured Loan,14302016,105520355,113323859
2021,3,3-2021,HNA,1080+,Credit card,"225894899,9",42497006453,211193181870
2021,1,1-2021,TCG,360-720,Overdraft,0,1798481411,3014846857
2021,5,5-2021,HNA,720-1080,Credit card,"27153384,97",36101997931,95848022905
2021,5,5-2021,AMG,180-360,HHB,0,731763835,1003583114
2021,3,3-2021,HMK,360-720,Credit card,168426800,28166356864,57425399535
2021,5,5-2021,BFC,0-180,Overdraft,0,0,0
2021,2,2-2021,HMK,1080+,Overdraft,1095240,3380012791,7883669460
2021,3,3-2021,NDC,180-360,HHB,5000000,2372979336,3322759992
2021,4,4-2021,BFC,720-1080,Overdraft,0,405925256,750113239
2021,4,4-2021,TCG,360-720,HHB,36396000,44879308063,85793793450
2021,2,2-2021,NDC,720-1080,Credit card,"171015982,7",44251068721,116631747759
2021,3,3-2021,BFC,1080+,Credit card,16850000,3230975850,14371724132
2021,5,5-2021,DK,360-720,Credit card,"68728380,41",13063032130,26106342108
2021,4,4-2021,DK,1080+,Overdraft,33000000,986941369,2349785122
2021,4,4-2021,TCG,1080+,HHB,10000000,87021453465,293874954382
2021,1,1-2021,FBI,0-180,Credit card,0,0,0
2021,5,5-2021,HMK,Deadloan,Credit card,0,"22933411,18","243740440,9"
2021,4,4-2021,HMK,180-360,HHB,0,1524124297,2135911525
2021,2,2-2021,NDC,360-720,HHB,32308716,56669421134,110915935752
2021,2,2-2021,TDO,360-720,Overdraft,0,173422928,311095038
2021,4,4-2021,TDO,Deadloan,Secured Loan,0,136645063760,991091676907
2021,4,4-2021,GLX,720-1080,Credit card,168950000,50002714380,132238172944
2021,5,5-2021,TDO,360-720,HHB,0,257525016,516333313
2021,1,1-2021,TCG,180-360,Overdraft,0,121277781,153868290
2021,2,2-2021,DK,0-180,Secured Loan,1800000,32050000,32488446
2021,5,5-2021,DK,1080+,Overdraft,0,1111316949,2628732206
2021,5,5-2021,TCG,0-180,Overdraft,0,44947596,52424580
2021,2,2-2021,HMK,1080+,Credit card,"347609021,5",64184560573,298026250986
2021,2,2-2021,TDO,360-720,Unsecured Loan,50000,3007376118,5287996201
2021,4,4-2021,ASA,1080+,Overdraft,15200000,4188511010,9391580431
2021,2,2-2021,NDC,Deadloan,Overdraft,0,5780965061,54223599749
2021,3,3-2021,HNA,1080+,Overdraft,0,2621530274,6437946296
2021,2,2-2021,TCG,720-1080,Overdraft,289000,2637218176,5064588426
2021,1,1-2021,BFC,360-720,Overdraft,0,106862690,178309973
2021,5,5-2021,TCG,1080+,HHB,29905190,92763235349,315188427470
2021,2,2-2021,GLX,0-180,Unsecured Loan,17630072,313442345,350775776
2021,4,4-2021,TCG,Deadloan,Overdraft,0,1887766745,17711323618
2021,1,1-2021,ASA,360-720,HHB,195956722,73972492742,144423933901
2021,5,5-2021,NDC,180-360,Overdraft,0,330804489,431372945
2021,4,4-2021,BFC,Deadloan,Secured Loan,0,140431319646,715193861536
